feature_id	sequence_length	frequency	samples_observed	sequence_sha256
8820549df4df1d033172dd187319d06f	254	4	1	858e5ad569edab77e89dca0c9378ce1a1ca703e66495233492dead3c7cc3b12e
8980c65cc2b3c63bf079e3397ed5ceaf	253	8	2	f5a857b7ad6089993d66d08c99933e90900e5531fde8a103f14eefce9dda0611
89fa0981707da59c8cede9f5d70afe62	254	26	2	0cbda66b95facb579c5d4708f8bee6cfcce30052d2451422ba7255d3b5210249
8a42d1b77fa69e52beee81716fc28799	253	9	2	ba2ecd4f820580ddfa44879d5525824923daac8f231815d8a6bbbfee0e8a8f5f
8b91e5b1c412877f96a4a342ab6dc680	253	32	2	bb80a3b6c10c6c387662c499c897fb12ee1c92e089c5aaf7f417a9f8f8603714
8c17243ee0487252b481d5550f986696	253	3	1	717f0f3ebb5fad285a357c4ae313298f0a81d24ae879e68fd8774d5da84d5f66
8ceae18ee0348d694b1a6f77def3b22e	253	21	1	9119f5a701fec19dc1ca2c0a7c31e519097558d94ec96117402887c12ff6eb55
8f15d3aaf8afd2c23436f6902502d156	253	9	2	bf1a6e5730db739539cf62af8dafcb21b55af242dc8159207fbdf285002cf200
9004b442993f8dac89b6ba5b3bd6c445	253	5	1	0ef5a3fec37db5f54867772af3ecbc08e5c284ffb85b695ada104d5f31822310
906a06fc904a9a11c50b0a100467961b	253	14	2	616b1b1a3397b93e9acffbd656db52d1f95bfafaf5d0b6682385f5ffa6f31623
931ac7709b0d74ba3440921b1c12cdce	254	32	2	6f2b91d31829072bcbc16b32249d74338ac6580594bce64462c185785f3fe80e
9412a1c9baaa8ea4382e404d902783fd	254	2	1	e8a1168c78f08ce650f11d70fbb4cc4e07b6e4e7b480f0c932ef433f7c491de7
948a628bd325d2bbcae73a4546be45d6	254	4	1	f6788cd3f0e72b28b3ec6888d05d3b2ab1178360b45c18e65bb6f1110619eaf0
954a9f37977a2055117e40fda8d885cd	254	2	1	a2060ae9df8345fd4b0246ba4ae27f700e626094baa6a706f69eebfa3432582e
957f318f7967da6daabf0d48593ac0da	253	2	1	291c01b7274c2ffe9e81cd61de53db7515a5d2d0711536571a3f9f7c089e717a
96bde1d77000933e946dfb199925c7a3	253	3	1	6f60e869c86d4280f7682833806c958dda089bd1995d53ad623afddee71651f4
9868b5882915050d5e52b77c875058ad	253	5	1	3779d3c530f2c048d98d9c3175649fd82e0d548bf3ec17d1ff087a081000145a
98906d02d6744198e90b8a0a9cce2d44	253	7	1	78f7370a6d71bf70f2674061c7ad284e72160ce55625ade551f223927cec1840
98af91638cced2cfe681c31927e8a8e8	253	3	1	c9b598b4f0b589d07cd25cb6b304f79d03746870f89d2477a813b05d1d6ef81a
98bebc482cd9ca7290f2f2a248aec8e5	253	4	1	607d74ff5cd9f01e41267677bf9abda465813a69b58dffa29066a2aa45ff4a4a
999e583df5c3def13d79bd7985a2db02	253	6	1	4db68684da2dc0f4cb360d5bc05104087db6b7366275e85110ac35cd6b9b471e
99d20e29f6c3b3ce8b5a8c26cf1e256b	254	2	1	3827ac4a11bb9e4d8f3f6a2a6f772ef9431bcde82b14548f3d7ad1407a1a5d1d
9a215fa0e73e9b12ecd3b1b6d42e6dba	253	2	1	255390668ada37f1748ebc4b1dd3985362c0d34322cddc99ef63406ea7d4a84f
9a91bed865a472277d6a32c9880b1173	253	2	1	8430859a687ac04c6bf4eb60d6ed87fc493faa1d635ad79c6080e4e0bcc8d804
9b72bc0ce737b7762f1e914b5eac762d	253	6	2	2cb741efd2a9d75e0ad592e9acd45b0fed08fb6e5a38eb17a6b4b6e643d330c0
9bc833085f1548853b1cf3d905f7d97f	254	4	1	f26211460afc1e7a8297dc6ef096129fdd49db69e0a6cbf223aa9477098c2843
9be19ab968ad92fd94c7295f2109e33e	254	2	1	8f29319424705f981a4dff0f1f3b618b4678c23327ca1ac6911feae5dcb3b367
9cb0b8fb0953d35a0dbb91a2979c894b	253	2	1	adc7545709c939ff53c50796c5100faf558519ff615e00160ef5b40fe2ef4ae1
9ee6fac4053b666eab9dc8eae340403f	253	3	1	6625ed5cde2c4d5fb15925ec5583f56af50497941777aa57af8e364b4acbd0e0
9f1c3ed77a06526841e29fc6c9e924a4	253	3	1	43a571b6ce99b96fc1f0fc15e3d0540d6e935c942e726ba08a956c9f7b3bf432
a0eeab5dede5f14abb33b2e520b39599	253	2	1	4e9bbe4aa312e7c40198275d1c139f000f5e130d6c3825b677fa9e30053d58b3
a1190d2a5f87036e8b339276c40fbbc2	253	10	1	25b42d730220524f03a800afe824f7da84123cbb60404e93e0390aa3c83dac46
a2d982cabb4cc8a6f0cd987f7ee77ebb	253	2	1	467e120db0b4f392f5cb2d1ef2788f29a963ca8718749162b1d848142584f012
a2ef7fa4b62c4b01208dfa4aad27e0c1	256	2	1	dc929ef26fc92c15b2eede4e1360a937044057de41a0b971313fbc1cb156de6b
a43ddcd44d41456d1dab22318e67fe3d	254	3	1	6c346f34e8acf78209e9517a42843eb3e191bab839a54ebe7589b41dedfca428
a537d8bab85c83b0e74c73c55790324b	253	6	1	cdac0e2a990be934ef35635d175bfb728762675cc85c972bf8f58c59b5dcc593
a57e8133deb4fc1a6cbeaac02d482d8f	253	2	1	f41de177573e4dee908dce0a4dbc51f1d1eaa8a13a8629086788444f188bc2ec
a5a55d1042ae7a5a4733425a71b13448	253	6	1	59d0d9ef8bc2dc734fc2743744e2bf7a2d8de492d244564ff58406529b311d13
a653e1e25bc7b3bfc53ecbee8e08c799	253	5	1	6fda0ab6efd5795a85537675a3575351834b950de2ab7cb8bed26690f5637090
a65a721d90a7e48010113435818d69be	253	4	1	9c03887361dfcbdb1b73d28df1edb09cd325e35328e13399c79e161e680a4964
a7594af68bb51cf102d651c5273bcc66	253	2	1	6176e712fd008f7d59eff61f12bb8ed7f026fe281d2f4017930f8f226786ce5c
a7c7cf68def4b0d445226c2e3938ff51	253	4	1	85fb181917ed118bc98242f1663e5a21ca4e8e68ddf152e55ec441db757ced7d
a7dee29dd0f54a24b73d9c74dbd7ac92	255	2	1	e61f08a2acf4b3e1fdea12b9469f27dba05ecda5367ad6fb0e628b14a0d63e77
a9567d6f4f51f80ed58c1978b4737f28	253	5	1	62536636b5ba7362399b54b008b09b339ee9097bc25cf8acc5b1ab9b23f5b341
a968dacbd6e0a3f2f1738f0e64bc955d	254	10	2	41ac78383a4294e580b11f723e5ce86fbbd8bfcc3533972ea727da6489e71c80
a9cdace376f468b22ea7bac7de7e029c	253	14	1	8d1b9c7b91a2863f45331124b1f07c3fc70307e5cbec1b7088eb360342d5a03c
aa2d96e9bd79b0daa429983e2aaf6205	253	4	1	42667c3b5a86f8da0ccdc225e265e04251e4bda4074f92926beb0d91663e108a
aaf8bbe980b29c52a8c30a07d65d1b48	254	6	1	753b5a131b1d62c42ecc62d70f0ab0c09a23f187d219399d8915d1770eac9e5e
adc72dccf3a30113fd9335cb6462f2dc	254	3	1	32ab4e7d8b93e251ed5363247f5416baba091f3bf6682c30e9b0cccd053ca020
adfb67f460d65aa8614bed0880411c61	253	11	1	b50050f7c5eebf77c22c4dc2e1352777bf8dec33288c5f65b789847b7b28c83a
ae1d5473bb32f0a1933d5b4fc0e3eeb4	253	3	1	ed1a541601360d36833d153b25eca3f6b16cfaac3ebb4528528852e89705bb3c
aea5c45decda07ef9ad9a8e1ad4125ba	253	14	1	f58380e31782d5b099262d805ee3441c726f7cb176c68859d8bea0790d9f939d
aeda648ef1ccaf013a70453eee0caf8a	253	55	3	9ac653a9d18c4308715be6f07d88889d7e07b3313f10897a4e6022f214d86d33
af101f6ceb2059efa2d97a9ba8732a9d	254	4	1	5f23a4b056a03400bcab216b50b8d486d3b08ebea3411c5149ae9231ffb8a8d6
af27577de5edb10c09f7fc19b9ca45ca	253	6	1	e1b168bce845feb93774d214853ca6d95198d8dea1cc5754ef02e674b1886581
afacc69f169eac6016e7060822fabcb3	253	16	1	e303fe39e3caf9c8e3b6bfbadf54516e9a745b5027f722d54a8ce70412245904
afb285b046870964b875f3cb43558240	253	2	1	036049b08cf9e4a6b2148aaa7bb975417453771a9f2bfb31fd7e4a2bc87c8cdf
afdc6bb8a8ff7bfe8bd19e8ebd153aa8	253	2	1	4d2620bc1f59f63fdc94bc9d42f001d280ce78ae4c9f3451b423b7cf948c886e
b0eef4ca69519df0621c615120e56ff1	253	9	1	07bb6352dd67a3a5437d3e0bfc3e9ab270287efd14b6fa270b10aa776a630b98
b10557ee98062b9e3f8d42587f41fc07	254	2	1	7ba5e68aa47651430d90af01fedaaf54c97ba167c1b98e1497b38c953d487f05
b162db6e625cbe003b495aa850f1de17	253	3	1	47f468a84d10ad20d910465d1a9e3779ae65cd59b4cbf3d4371c19d302272654
b230be8a10f78f48e504b8dc5cfa7afb	253	23	2	94dce106e8d68fa4c83d218c0e38c6518765b971076f08ec0f13d12c7d056c96
b26086d47e0a3f9bd5c419c4617b8502	253	6	1	3b8ee9a95dec800a252f13a8da6c0dce1965d66b5876c3c258752806806cea9f
b2ff465f3ce89a33862c4c1864f4e1d2	253	2	1	a71b290b54cd4cb1ff15cdcc85eefe2185d5d969a0484fe0178e821ffa590fc8
b39be459cc96689db8cd6b00a0d86e8e	253	496	2	58a7f6940785ba2ee82eafd7e5d519739e688cef0ff07ec3ae79c30d6491efc8
b39f90da9ee92988c2e0f57748c70f4c	253	27	2	7937b732060445beeb9bc0b60bca52e915cb13c983e477830d13725725561adb
b6f7e10ef0d83e8306ba4eb420c14bbd	253	2	1	76911723a823ac0a0a22ab9d446bbf7e58772fbcbd368f05b92e8184f369691d
b75f9fb9a9fd532cab665ef8cfe95eed	254	18	1	c2d436160e54dc1d5af66ce70f08b87e77546902a457ab7e033432da0016f1f1
b783cf56c98ce000abcb53b1c119f551	253	5	1	07221b9962e7a6728fee4ee1aa8f3f8a67e11c97d57c166074b061e6fdd20cd8
b7d6cf3f7467ca45087ca083796a0af0	253	151	2	09388a1f7c427ac149c9d2fb50e1802b4bcedca7b37daf192c686bd8f8cf3777
b9f03ef799adb58dd96176ffad7ec24a	254	19	1	0b252e4cf0ced59bb68bc8d3bdd2c4d56691b0fd3bfcf2c79d21c1d42a91805f
babe719a9ad0da92d681ac70bb108dc8	253	6	1	eb722ede04dd0d150641e3296b8c4a14bc61da4799fe1b8315b3e20a083a4ba9
bae6856b75ab0f9f9fa7755cdb153642	254	7	1	595e510a7c0933e1ae2472c4f579d1f8f8328f9aecb580f4d815873ce5b4ccdc
bbecd3b5250443f2697c0104e8213917	254	5	1	97a8c55d971b8b79581218d7be029437cf7844f22d6967a1aeaf0f888edaba46
c02e74171a45a7d8308e4581e6b79eab	254	16	2	293230c1f49d38383715de65f1abc1088952db94a3d7d8d7cbb09609910f4d99
c1972519928146002b88a946471e938f	254	3	1	dd0f55c1291744cc3bbe5051aa90bc88923a9901c68fb1b06fd1973410c9f6a4
c1cd0bc45f873697ab9156e7147e8d76	254	51	2	9cbf1ebafaa317a5f6f4684c0608698d5ea5637492e6fdb7ea78751be1573b05
c22b16cc6108c04f29fea3b6d4c81571	253	18	1	82ff27b3317e091b1c89cc2957eff2e4e30a995dc95838dae658f164559d6f71
c3c2da82d96e8b8ee73b62eb5edf06ab	253	2	1	5c360724da5b74b3f79bc6ceee151ec6e2c820dfd11a252006c4c3563c8f9d18
c4dc084b83476f4b2c829da5b52fcb4d	253	25	2	508ee22fe11fcebf0b5ec1466e511dd62091e617000fbe5e3a392a42caf819c5
c908b8f6f2f144e3f8c68f269a44e5dd	253	6	1	3601cb486c4816ae85d5a57461e8a1c59b15dc005a16da9b77b872d460d5df55
c956153958c5408cfdf9fbf3a704ef79	254	2	1	12e8bcac85bfcb081f470b590ce0d6ced34bbd66aedd33e32d39faba894ecd59
ca38cab53ae08168f46b291cbce18ea5	253	12	1	6481f6318cd492e5628582a5b4e4b49e56040d4a94b004a4b9e6a42f8724c123
cafa8b61b1350ad69f557a8e5a27bb6b	253	7	2	f318a886bce35e6f56f65dfeaf531371d7aa37dd9c0f6ee9fc38ccf91311b9f5
cb27b579b1b59c3e5d4104623e8b359a	254	3	1	4c4c7cbb0b7f8d1a40bd1f266dc9938953ff00f58566d2cad8916b2975c35cd0
cb7417898e26dc23903ed96497486210	253	15	1	f835faa011ecca9f9ee20e274697727714639dbdfbd5c18298a7d90ac3a8bfbb
cbb2ce5bbe1710f054b5adb71f29aa09	253	4	1	00a1cf8e3c21ea4f0c81fae1bec2bc3fac6f6ad90356be874148e2e4d0360950
cbff13b5013921139f28a5115cf9f7a8	253	22	2	c8aee57e64f40e3d2b2a94e7f56e896614dc4f4710a37890f9ebfc29762d07ab
cc7257e130ecba99063e41685c252180	253	43	2	2798f5f8c489f9206c479764b75cc9f03c5505b6573b24dc993664eea9ecd5db
cd361092f88c6023a43ec4e9d7524864	253	23	2	09489d6d1a50699a06e44205f3a5c8d771b92a1f28767758c6548de2a15747d6
cd4db2247c8b7c4f75eb8a4865698645	253	2	1	6bc7549fb286449728337ddcdf63674876e43cfef23d9aba9667e8d4051f94d0
cd8c962b4550c99da2caee4c6971c513	253	2	1	e7c483e99886692c2658a645c4c74e94f4457b4a431190add4865e5e7be375b1
ce3110731e628641298e8682b8fe8a2b	253	13	1	d764b48e7b13fb4b516d67947f1cf1e19d95d9dd9d9adcc97d91fbd25c0a2eee
ce85443cc7037212c3e6874653adfe72	253	2	1	968c37fcd1ab14b5591849477dd3c045a3b0097b5a70a8ff6d17cd24c4fcad0b
cea7cb895e7a2b5146a013ed6552cb5b	253	13	1	cc43ac13422a7286dc75898ac05d832cb3ca2c75fbc4e782c1acbd7414b16e3e
cec03d066a8a4113768af9614bb8328c	253	7	1	503d672ae92d7436a7d369c95c44abdacf830f22d8884f34410fb9dd947dde05
cef569ed3f37a30114ff48ea3bcde5e6	253	4	1	063b552fbf1b5bee7a49c244fda5b2955b6157c35577719c9adfa97082b072d3
d13840a3816a0f5e14c51c86899d0170	254	3	1	fda4067898c17c5298ddd30d262f2320aa37beda2d73ed49e188d514be01db64
d32e579b3ae7b2aae8d5bf9f027c29af	253	41	2	92fcdfcac2d8ddcd3418cc7760af7cd32b9e4753d395be163b64d7f3db44e6f3
d3b770095c3b56de5ba4bc7e576e3931	254	4	1	5c8035fb616eb80388313c8a7699312aa6120d7d8a9cede35328d2930b1b4c6d
d4e30f24312f021ed1d0a0fc500579bd	254	2	1	add99ef701b8ebd6dd19aa470367b169c00af1c1e66061a7c8d3b109c828126b
d52ed7a499c1ebeeb759cfd1c7693e11	253	2	1	5af9b6988aeaa3ce95d68cc6fa0e52dc8eab36e15b276ef6b22bc22d9d97a86d
d5eb80c26a008a368ef49110e46b05bd	253	5	1	e4db6ee42c99727ebe5adb7ed6dee0e3cc6904e12f598a902b2fbe8720a3065e
d60e0d1c49af7ac903e5a81afec888ee	286	6	1	73adc5dfdacb17daca41656991a03e9da1110e020c459221f3a28c01671d7101
d69464b2275c7c4514b5858d01db39b8	253	29	2	b3215a8dab64f0bf01a9059cc500ca55ab9e1813829f7b9aa53e78c84574e7f4
d71e7f3b028ede507470b1bfedbb8983	253	3	1	b3c47f76a1bc0a7e6fea2da7d21e12975f3858703bb1b06bb355177c0d8b1ad6
d88abff2ed5af388abe3bd71809f70e1	253	105	3	5efb2eb5d2e5d56093d990c0eee4f6900b9ee8eccaf99f72cef026efd30ce1c5
d8a60bf7621dd59dc59f19a8894129c9	255	11	1	a3989ff71e5a5177d59ab6b5ffb9d35509c253ce651cb9ae38e57d46f20ff74a
da13eb51a23731d1542076afd2a4882d	253	44	2	c1e6ab762fe1c09d84d3d1b4ba9e98140bd8c875d58b7a2ead8ff2aaa2ac75ce
da8d956ba3a63e19735c5c55ceaa06f3	253	31	2	a2e0b5324fb2a362cd9bdeddab39b7b7f4b96c7726f3c61c19b3d1c40213b53e
db77c725d3290421d640c536d7308bcc	253	2	1	582b559c3220c368e859a77da9352b18e8e958c2b4a1bfc21cc73ba4f2cc644d
dbaabc2fc99500803f8d94562ba18e91	253	5	1	1f627954973fd03ec7811059ac4bd11b36472a8ad129025406f54f4818384374
dc0f7f7895f74a7be8ac06aa25be661b	253	3	1	a0f9a0cd2078d3e27ac385765183d92a9fb3001114d5ed304dbce8751451dd8b
dc44a88a9e09760406765da06826cd7c	253	8	1	d670a267d7f010d1ae295b1848801c3bacccb61bf0b91f8cf471cb913844b37b
dcc7fedd68b118f6d33aed6679af9872	254	3	1	bd0fe5f79eaa5f88d62ee9f819c70923c416dadbd66fb4eebf1629f672b4e0c7
dd5c07f3d8913531e58e8dc843af735e	253	3	1	a1570ae47006f4d2bbcdc76d0e2ceeac6e421236f3d54f064909497281f7e08f
de748aa343b823ec00677351c8e34391	254	2	1	caec6eeab62b5177fa7db8e0ab7301eb1f67cd70192f9b70907a936d503373ad
debe02fd9e20519d37ec03ff98fac594	253	13	1	72b3f39ee8f3d0f6bf5ab3f216294d680b23f4eaff307d9414d92b1118f56744
df915ccb4ee135b84e0b244e8af12b92	254	290	2	2ca578309bd41b452aeb7553dce60effbb361848c2a608a680d56cc47657650e
e04265a1b5b74d599d1000ac0f280268	253	21	2	3710148a66613bd99c6847690371be55c4d19622f2716cdff3c209bbb1163c09
e149acb95b2ccf99ebccc818ef8aac1f	253	10	2	e174b3be5cd02b93e3c9f5c9130d8e6d01376bad5ede2cd7e75e9f4396061009
e2abb44e2cebc46c751257175cf3c492	253	2	1	a0f254d291b625e0e8b57095f98278dbcc239cddd95132cbdf0d65e418b9f388
e489f7ab1494b0b614f706bd7bb8e8a1	253	3	1	31a88257cec59bc478f71e0ea3c73ae0a536a389e0d92832503258fbf2065076
e4bf0ddf49a1b74b07a54dda414a18a3	253	3	1	59ace38a6bc527a0b57ecd9688e3ae8ce3a3a759b94d6949d3deeac8a012d637
e5b20010c5bbeae5bec6579ac93d74b2	253	2	1	a4738f6802c134fd472ab191b04083702e200b0b425bc353031952991cceef7d
e667afb6b48b0007e9af60486940be9f	254	3	1	b134d5a0a617197a90b1c3d664dd48aa89b7bb421569df52b789fb059eb90a6e
e76dea2cf35d73edade78d85ddf243b1	253	17	1	4bddfa9df61c52e139cf6c09615c40d91546e2d2fd26624b0273c61d392d1ab9
e81376d3f9c2ef0b083f13dc5093421b	254	13	1	4a01bdd2580f3e6190cbba5e26ef902b4938cb5fe5e5641684b209d40d511aa0
e8386d3a307c208c4b9f0a756259cd6b	253	144	3	8d8586d76f43f3421cd9f30e57b0e898b56266921666d63b4284e75fbe136c41
e8ab26196eee829c47fbd72da200f02c	253	3	1	0ad26102eb349ebb927a322b6b9f18ca2a87e7feb70d992504e09f6ae8799629
e95d9802c603aade0272e2c129719179	253	8	1	e8e9867c5eb69b4f923e1d3254a6c478dc209aea6caabf8131c44fd1a34711f4
e96be432ef825f6d81c02a00910a2f12	254	4	1	98f8c2cea016573191998455638afdf1cb867ed0232914dd96e61a45619db09b
eabb1ceac9d2502dc96f059992d8887f	253	9	1	c80f89c1cd1713c975904157bbf81f2aed89f2c1d48165da774b82dcc710ef53
ec03d66fcea8850ab39fe2bce3814f30	252	37	2	f34367531ea7a74f1e74026cbfef3ffeb83ccaf6c18a041864593466f8404955
ec05aa720f4baa5df554fe829f4ced3f	253	5	2	c8e10655faa5c5479d225923f53c543ccdb10fcb58b3cce72f68cc94087aa0b6
ec10cc853a1b84f459a4bfbb02d07e23	253	3	1	bde3b382c79fbf09e931ecbfc310571d621c5a52d6a6dfefca8322bb4a2241d0
ec383b5ea1ac0a64505989f027e4b15e	253	2	1	c0017189684afd226b443c9e0d807b87488817c8a15f64a91a6df94366da5122
ecf6b5c0e4d8b0c9394b881f44dcd962	285	7	2	e4447845b754da70ac07cb48bacfab87e1240430a1790f6618606d2a297f3f6b
ed3f8d8f47258f6eba170105b4105acb	253	6	1	ae2813c69819490f70fc4e69d09607ade23f6c49265c21e42235e5a3962a8aed
ed5e2e6b6f5969ad62b34c00a9eeb9b3	253	2	1	75c728609702bb1267b025ec21f20c020fac19777a6676a38450dd0beebd1dab
ee6a011da2550805c6fd434ab053464a	253	22	2	bf9f1c51677065d247b6e79b17aa08ef77bedd4065e4703aa28880d24c329150
efcb7a0d4a2ff3b82317158c2ba0c523	254	3	1	5d362c2e61497de77a5a72b94fce941545bdb987f865d8e4205e2d42f0b25306
f06d4222c7975a6a3db59ee50dd33129	252	5	1	e212ed4f6c991e8235520fbf91e6203e424b3e9875fd42edde347f89043d8922
f0e700e94a65a451697b223e274bb5bf	254	2	1	70e027dc0cefa711ebd52213fbcba439c9877eb74cbb1de40a52a4a07b2611e6
f133a3f75e18e211fffbfb6b58564651	253	7	2	58d70813da9c90a1ca68945332674f44c493418c575e353660a2335d80af9509
f1d6186e0cc7872886280904c9c97698	254	2	1	c2b1b2114118f1894fb0a44dd0e05505d3664c0d8482d057b0be2abc90717827
f2d28e8c1d683de289dd727a3c20e013	253	5	1	510106ee2ec61462d1ef36410915e357f1fe547f50ec6f8ec10898852ac4f3a4
f334d2bc181c6ee444a7ace2943af183	253	3	1	ca192c0c11644c9087d82a5c67b8e3e1d1d47bd0e1dd1f64a7109d776f35d090
f3c8b681c470c28f8b1be635bc3559a9	253	7	1	531183843bcedd0f729b38a881ea1cbe944e1905da3913b9a85bedde6a63223c
f3f9a9f0b503cf4f0c256f629c1b0398	254	2	1	8085d0ebff279f9472e67f06fe04fad0bba5b817a26281af180e3dd833819bf6
f4d1542e29aeb1488c5d71993c3a5a39	253	13	1	d316b9f3ba2ea50605c9d3a55837223bf4c15bb47e7004559dc084208e46a036
f689372d5f8d184d8733cc155d307d5c	253	5	1	93a3037a728521f9a03040a2c62eb4ac0997d36b6f6d8dd98b494bf7f7c7af8c
f6e793e6adcde02c93be776f4aebbe51	253	4	2	a4eeb3ed14084fe1eb3399f90a2845baf92c3645cf55e8d734e3a08b17734ded
f6fdbf1efde53ff08e55c234a7d65573	254	6	2	79f0b3f3e8f2bb6a36bfabd7a61059ed42dbe07dbe382bfc4cf4effc75c4b6a3
f7f89283e208e3a486e0cc7dcc427ea5	253	10	2	9f9c9735a2fdb33e8b06e5602804a15d2810408c62f74e4bcd493a4e36b5cc77
f84a5455a4f6fb3979f21796cdff4da4	253	5	1	bf7f843c12f11f453a1f64b173e85d2f574e1f755a6a63c9c6140c9600b4ab56
f86222ce0aa7c48d5994451baf572b60	253	44	2	4f403ce72e2d719980410e88b6bdb79f4c36ed0406f5f751b8dc8dec2e8177ec
f902b43a22213959daa997684d1faf7f	254	2	1	f7d2009c657deea969461dd1ddb801ec070b1f76e11d0e8902a1f526fc8e64b1
fada87a6d1c078a694e924638b126ec9	254	3	1	573f0d0a35b0f7c00b11112a9ca3d2febda1b7013e3394a953ed082bac86f9c2
fae2f341d40af8ee61de95e710ad63e9	255	3	1	b48773414089e0abfd0bc76703e5ff352bee41d74c969ed3f73591a9854d0640
fb0b88be5b18227ded51803b6c755eab	252	2	1	3c0c50f91197f4b82e117050757076b6c56423fdcb8b260e84fe05790e56c484
fb6835364f1d79a14457f24bc50738d0	253	34	2	be8e49827353ecb05df442dce664b46a77e0962cb2af770525b3feef60cb7d67
fbd7bc6b442654c4168fd874eb49dc9b	254	10	2	872f3aa5407aec87664f7b8e084b228d4b8cea6cc927cb9b2e5b7ec199b25be3
fbdf2eaac4b7661c323e259ef3fe4d74	253	2	1	8353ac39a32f3ab56456540e67311d0ac6786fb3ff3e4b96fe3ddf2cc4ce3d29
fc3f584449d707e80bd4aa0efcd65508	253	21	2	52dd0feb17ad631e1bd61cfbb297e33069a5d5f32404611bd60723b5fddaa0c5
fc6622c636a5210293fb2873fc4761d9	253	6	1	e4ed02ce107d47bb0df670c5fe2d50d74c38461df5f56cc4683f91768b6f28ac
fdefb06175a6456a85d0355132685321	253	2	1	557e0e1b45a0bfb027f2db15aa015643f53a5ebe4ae4444cc1a38c737696a2c8
fe8bcefd589c12bb924797113add842f	254	3	1	4830bf080f8faf2762aa72a4876b773781626c46bc1f88277c506067ab47950d
ff827d076a2fd26ab8791ad31da62735	254	5	1	52d07e4a6c6160058bc53192b10d2b15b8453a56f943c6bae9411e42653f9adf
