direction	cycle	count	q02	q09	q25	q50	q75	q91	q98
R2	155	8608	12.0	25.0	37.0	38.0	39.0	39.0	39.0
R2	156	8608	12.0	15.0	35.0	38.0	39.0	39.0	39.0
R2	157	8608	13.0	25.0	36.0	38.0	39.0	39.0	39.0
R2	158	8608	12.0	25.0	36.0	38.0	39.0	39.0	39.0
R2	159	8608	13.0	26.0	37.0	38.0	39.0	39.0	39.0
R2	160	8608	13.0	24.0	37.0	38.0	39.0	39.0	39.0
R2	161	8608	13.0	15.0	35.0	38.0	39.0	39.0	39.0
R2	162	8608	13.0	15.0	34.0	38.0	39.0	39.0	39.0
R2	163	8608	13.0	16.0	34.0	38.0	38.0	39.0	39.0
R2	164	8608	13.0	26.0	36.0	38.0	38.0	39.0	39.0
R2	165	8608	13.0	26.0	36.0	38.0	38.0	39.0	39.0
R2	166	8608	24.0	33.0	37.0	38.0	39.0	39.0	39.0
R2	167	8608	13.0	15.0	36.0	38.0	38.0	39.0	39.0
R2	168	8608	14.0	15.0	34.0	37.0	38.0	39.0	39.0
R2	169	8608	14.0	16.0	36.0	38.0	38.0	39.0	39.0
R2	170	8608	14.0	24.0	37.0	38.0	38.0	39.0	39.0
R2	171	8608	14.0	24.0	37.0	38.0	38.0	39.0	39.0
R2	172	8608	12.0	15.0	34.0	38.0	38.0	39.0	39.0
R2	173	8608	12.0	13.0	32.0	37.0	38.0	39.0	39.0
R2	174	8608	12.0	14.0	32.0	37.0	38.0	39.0	39.0
R2	175	8608	12.0	24.0	33.0	37.0	38.0	39.0	39.0
R2	176	8608	12.0	24.0	33.0	37.0	38.0	38.0	39.0
R2	177	8608	12.0	14.0	32.0	37.0	38.0	38.0	39.0
R2	178	8608	13.0	26.0	35.0	37.0	38.0	39.0	39.0
R2	179	8608	26.0	34.0	37.0	37.0	38.0	39.0	39.0
R2	180	8608	15.0	36.0	37.0	38.0	38.0	39.0	39.0
R2	181	8608	14.0	24.0	37.0	37.0	38.0	39.0	39.0
R2	182	8608	14.0	24.0	37.0	37.0	38.0	39.0	39.0
R2	183	8608	14.0	24.0	37.0	37.0	38.0	39.0	39.0
R2	184	8608	13.0	15.0	34.0	37.0	38.0	38.36999999999989	39.0
R2	185	8608	13.0	15.0	33.0	37.0	38.0	38.0	39.0
R2	186	8608	12.0	15.0	33.0	37.0	38.0	38.0	39.0
R2	187	8608	12.0	14.0	33.0	37.0	38.0	38.0	39.0
R2	188	8608	12.0	15.0	33.0	37.0	38.0	38.0	39.0
R2	189	8608	12.0	14.0	33.0	37.0	38.0	38.0	39.0
R2	190	8608	13.0	24.0	33.0	37.0	38.0	38.0	39.0
R2	191	8608	13.0	26.0	36.0	37.0	38.0	38.0	39.0
R2	192	8608	14.0	32.0	37.0	37.0	38.0	38.0	39.0
R2	193	8608	14.0	15.0	34.0	37.0	38.0	38.0	39.0
R2	194	8608	14.0	15.0	33.0	37.0	37.0	38.0	39.0
R2	195	8608	14.0	14.0	33.0	37.0	37.0	38.0	39.0
R2	196	8608	14.0	14.0	33.0	37.0	37.0	38.0	39.0
R2	197	8608	14.0	15.0	33.0	37.0	37.0	38.0	39.0
R2	198	8608	12.0	14.0	33.0	37.0	37.0	38.0	38.0
R2	199	8608	13.0	24.0	33.0	37.0	37.0	38.0	38.0
R2	200	8608	12.0	24.0	33.0	37.0	37.0	38.0	38.0
R2	201	8608	12.0	13.0	31.0	37.0	37.0	38.0	38.0
R2	202	8608	12.0	24.0	32.0	37.0	37.0	38.0	38.0
R2	203	8608	12.0	26.0	32.0	37.0	37.0	38.0	38.0
R2	204	8608	12.0	24.0	33.0	37.0	37.0	38.0	38.0
R2	205	8608	12.0	13.0	32.0	37.0	37.0	38.0	38.0
R2	206	8608	12.0	14.0	33.0	37.0	37.0	38.0	38.0
R2	207	8608	12.0	13.0	32.0	37.0	37.0	38.0	38.0
R2	208	8608	12.0	13.0	30.0	35.0	37.0	38.0	38.0
R2	209	8608	12.0	13.0	30.0	35.0	37.0	37.0	38.0
R2	210	8608	12.0	13.0	31.0	35.0	37.0	37.0	38.0
R2	211	8608	12.0	12.0	30.0	35.0	37.0	37.0	38.0
R2	212	8608	12.0	14.0	31.0	37.0	37.0	37.0	38.0
R2	213	8608	12.0	24.0	33.0	37.0	37.0	37.0	38.0
R2	214	8608	15.0	32.0	36.0	37.0	37.0	37.0	38.0
R2	215	8608	14.0	33.0	37.0	37.0	37.0	37.0	38.0
R2	216	8608	14.0	14.0	36.0	37.0	37.0	37.0	38.0
R2	217	8608	14.0	14.0	33.0	37.0	37.0	37.0	38.0
R2	218	8608	12.0	14.0	33.0	37.0	37.0	37.0	38.0
R2	219	8608	12.0	14.0	33.0	37.0	37.0	37.0	37.0
R2	220	8608	12.0	14.0	31.0	35.0	37.0	37.0	37.0
R2	221	8608	12.0	14.0	30.0	35.0	37.0	37.0	37.0
R2	222	8608	12.0	13.0	30.0	35.0	37.0	37.0	37.0
R2	223	8608	12.0	13.0	30.0	36.0	37.0	37.0	37.0
R2	224	8608	12.0	14.0	32.0	37.0	37.0	37.0	37.0
R2	225	8608	13.0	14.0	33.0	37.0	37.0	37.0	37.0
R2	226	8608	14.0	14.0	33.0	37.0	37.0	37.0	37.0
R2	227	8608	14.0	14.0	33.0	37.0	37.0	37.0	37.0
R2	228	8606	14.0	14.0	33.0	37.0	37.0	37.0	37.0
R2	229	8404	14.0	14.0	33.0	37.0	37.0	37.0	37.0
R2	230	1986	12.0	14.0	14.0	24.0	33.0	37.0	37.0
R2	231	58	12.0	13.0	14.0	24.0	31.5	36.870000000000005	37.0
