FeatureID	GE_rhizosphere_R1	GE_rhizosphere_R2	GE_rhizosphere_R3	GE_rhizosphere_R4	GE_root_R1	GE_root_R2	GE_root_R3	GE_root_R4	GE_soil_R1	GE_soil_R2	GE_soil_R3	GE_soil_R4	PU_rhizosphere_R1	PU_rhizosphere_R2	PU_rhizosphere_R3	PU_rhizosphere_R4	PU_root_R1	PU_root_R2	PU_root_R3	PU_root_R4	PU_soil_R1	PU_soil_R2	PU_soil_R3	PU_soil_R4	SD_rhizosphere_R1	SD_rhizosphere_R2	SD_rhizosphere_R3	SD_rhizosphere_R4	SD_root_R1	SD_root_R2	SD_root_R3	SD_root_R4	SD_soil_R1	SD_soil_R2	SD_soil_R3	SD_soil_R4
OTU_120	0	0	0	0	0	0	0	0	0	0	0	0	1	4446	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
OTU_175	0	0	1	0	0	0	0	0	0	0	0	0	0	57	0	0	0	140	0	0	0	130	6	0	23	5	47	126	280	365	50	1198	132	359	410	48
OTU_88	0	0	0	0	0	0	0	0	2	0	0	4	0	109	3	7	1	5105	0	6	2	4	169	21	1	8	2	1	0	2	0	1	13	47	5	3
OTU_404	0	0	31	4	0	0	0	0	24	364	123	47	0	5	0	0	0	0	0	0	1	9	0	6	1	1	0	0	0	0	0	1	2	1	1	15
OTU_383	0	16	1	27	0	0	8	0	309	48	73	198	0	0	0	0	0	0	0	0	7	11	7	5	5	4	8	12	3	2	0	0	81	96	43	60
OTU_207	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	2264	0	0	5	1	0	1	591
OTU_132	0	0	0	0	0	0	0	0	3	8	1	1	0	0	2	1	0	0	0	0	11	10	223	267	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1255	0	3	0	0	0	0	8	0	4	20	28	11	0	0	0	0	0	0	0	0	2	0	30	4	0	0	0	1	0	4	0	13	0	0	0	2
OTU_68	6	87	25	188	17	56	39	39	336	474	525	942	194	45	35	65	26	25	1	50	193	108	168	223	8	0	10	18	4	7	3	35	66	47	26	107
OTU_450	0	3	1	0	0	0	0	0	28	19	334	27	0	19	4	7	0	89	0	0	7	16	15	16	0	0	0	0	0	0	0	0	0	0	0	0
OTU_298	0	19	1	0	0	0	0	0	6	0	9	1	47	77	14	73	0	2	2	0	270	55	149	410	4	2	10	1	0	0	0	3	12	7	3	6
OTU_371	4	20	22	0	0	0	0	0	84	15	40	11	0	0	8	1	0	0	0	0	0	3	22	35	7	21	38	24	0	0	0	0	12	74	53	41
OTU_408	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	7	0	0	3	2	1	0	0	0	0	2	0	3	0	2	1	1
OTU_85	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	16	0	0	0	0	4	6195	8	66	0	0	0	1	0	0	1	0	0	0	0	0
OTU_1329	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_810	0	0	0	0	0	0	0	0	0	0	0	5	6	0	2	3	0	0	0	0	1	0	1	4	9	9	4	21	63	0	1	0	82	40	11	16
OTU_232	9	106	100	162	0	83	658	178	12	6	29	29	20	31	53	57	6	491	79	109	26	89	107	30	29	1	0	0	549	26	50	1	3	24	2	0
OTU_471	0	0	0	6	0	0	0	17	93	37	29	42	0	3	0	0	0	0	0	0	9	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_460	0	0	0	0	0	0	0	0	1	0	0	1	0	3	1	33	0	0	0	3	5	143	36	23	0	0	1	1	2	0	0	0	0	2	10	566
OTU_424	233	11	99	105	6	1	10	0	61	144	101	739	0	0	7	5	0	0	0	9	3	24	7	14	0	210	77	159	17	52	201	0	31	98	24	51
OTU_15	216	132	62	3298	4979	221	719	29567	154	114	80	252	31	306	49	20	160	390	467	27	39	9	19	9	9	0	0	1	8	0	0	0	1	2	0	0
OTU_144	2375	23	253	187	0	32	56	57	6	7	14	16	11	277	23	4	0	3	0	6	0	61	20	3	2	4	1	0	0	0	0	0	5	0	3	0
OTU_70	2	65	23	203	1	0	0	0	413	656	884	900	3	8	2	12	0	0	0	0	16	89	15	1721	38	117	10	25	16	9	18	4	136	560	123	136
OTU_177	38	25	124	168	19	0	18	40	6	11	11	5	6	163	32	80	7	0	0	41	72	38	28	97	587	768	875	423	18	193	288	65	118	307	266	312
OTU_761	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0
OTU_98	7	14	0	23	0	0	0	0	0	1	0	12	4	305	577	219	0	248	14	13	27	2888	251	52	114	626	42	43	62	1103	43	1	21	83	4	26
OTU_574	0	0	0	0	0	0	0	0	63	52	59	184	0	0	0	0	0	0	0	0	39	15	8	22	0	10	0	0	0	0	0	0	2	12	6	2
OTU_114	11	32	47	55	0	0	7	0	2545	211	288	738	0	0	0	0	0	0	0	0	9	1	9	3	9	5	1	178	0	0	0	5	30	76	33	29
OTU_685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	0	0	0	0	10	213	49	16
OTU_1567	0	0	0	2	0	0	0	0	1	2	1	0	13	7	0	0	0	0	0	0	0	0	0	0	4	2	0	5	0	0	0	0	95	1	0	4
OTU_341	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_189	0	3	16	119	5	0	3	15	2	2	18	45	0	9	0	2	0	0	0	2	6	87	29	88	8	27	108	46	282	72	153	0	86	72	165	130
OTU_49	0	11	2	0	0	23	18	2	16	564	0	0	0	4	953	606	0	0	5798	8925	1	5	2107	425	0	0	1	0	0	0	1	0	0	0	0	1
OTU_430	0	0	0	26	0	0	0	0	3	1	24	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_517	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_664	0	88	3	12	0	0	0	0	328	72	128	13	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	2	1
OTU_185	0	0	0	0	0	0	33	0	17	207	4	87	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_609	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	2	0	0	0	0	350	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU_20	18	296	115	99	67	0	29	580	498	830	1008	1033	410	87	763	401	69	1	10	104	1252	831	4609	849	25	25	5	12	6	16	1	1	109	133	53	73
OTU_7	159	361	666	17	107	179	66	2	140	174	202	689	516	850	2450	592	820	9882	32533	751	572	3258	2485	570	1224	206	240	121	4398	1210	686	5715	2209	591	367	349
OTU_179	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2396	0	0	0	4	0	0	0
OTU_111	2	13	82	76	17	0	44	48	198	823	128	384	33	65	25	50	185	244	4	44	163	118	109	576	54	44	33	52	22	270	19	493	210	576	158	254
OTU_286	37	37	84	117	0	0	14	0	274	317	234	294	0	2	0	0	0	0	0	0	1	5	0	3	2	1	5	1	1	1	1	0	14	38	23	39
OTU_576	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	118	16	0	157	55	25	44	211
OTU_135	0	0	0	336	0	26	0	266	255	25	2	1978	275	135	0	353	317	35	0	754	65	5	0	36	41	4	1	2	0	0	0	97	1	3	3	152
OTU_599	804	46	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	2	0	0	0	16	0	1	0	18	0	1	0
OTU_127	77	87	404	16	0	0	225	0	289	142	2345	105	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_173	3	856	151	14	0	12	12	0	1353	19	36	0	0	42	0	0	0	79	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_552	0	0	0	0	0	0	0	0	0	0	0	0	4	42	0	31	0	516	0	39	36	13	40	37	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4435	0	0	0	0	0	0	0	0	0	0	0	0	875	0	0	22	0	0	77	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_202	8	74	45	90	57	2	7	1	287	262	784	492	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_153	0	0	50	17	0	0	0	20	332	223	283	1950	0	38	0	0	0	0	0	0	6	42	59	46	3	0	109	0	0	0	3	1	16	15	15	7
OTU_441	0	10	1	9	1	62	8	225	1	24	25	35	0	4	0	0	0	0	40	2	1	0	14	14	0	0	0	0	0	2	0	0	0	0	0	0
OTU_9	7470	680	2049	1267	251	30	198	199	87	60	79	56	76	5301	383	281	9	22	3	373	100	2427	235	257	17185	7178	4551	2534	250	1720	2761	380	913	2898	966	878
OTU_249	0	0	47	59	0	0	4	0	235	116	116	307	0	0	0	0	0	0	0	0	11	12	110	16	3	0	0	0	0	0	0	0	8	1	0	0
OTU_197	0	0	0	0	0	0	0	0	151	8	158	361	0	0	0	0	0	0	0	0	0	1	148	217	0	0	0	0	0	0	0	0	0	0	0	0
OTU_520	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	13	10	0	5	1	7	0	0	368	194	12	32
OTU_233	0	0	0	0	0	0	0	0	41	52	121	119	0	0	3	0	0	0	0	0	7	0	338	23	0	0	0	1	0	3	0	0	15	176	12	86
OTU_4879	2	23	0	9	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	3	0	135	0	62	0	4	3
OTU_87	0	0	1	0	0	0	0	0	0	0	0	0	116	449	480	1049	0	104	0	216	354	872	1917	539	0	0	0	1	0	1	0	2	0	0	0	1
OTU_729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	51	229	36	30
OTU_379	65	12	712	292	10	0	95	67	10	12	8	21	10	6	3	27	0	0	0	21	12	12	2	16	0	19	52	2	0	3	10	0	0	11	5	6
OTU_627	0	0	13	0	9	0	0	0	10	2	6	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_228	0	0	0	0	0	0	0	0	146	81	50	133	0	0	0	0	0	0	5	0	0	0	0	2	0	0	8	0	0	0	0	0	0	3	12	6
OTU_738	0	0	0	0	0	0	0	0	0	0	16	80	0	0	0	0	0	0	0	0	5	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU_512	110	27	170	25	0	3	7	24	2	12	12	2	0	11	0	1	0	0	0	0	7	2	4	2	3	3	44	6	0	1	6	2	1	1	21	5
OTU_200	0	0	0	2	0	0	0	0	57	66	120	161	27	36	0	0	0	0	0	0	236	190	107	95	0	0	0	3	0	0	0	0	1	2	3	3
OTU_917	0	0	0	0	0	0	0	0	1	0	0	1	0	1	10	21	0	0	0	1	1	1	1	106	51	69	53	559	28	4	15	32	78	30	55	68
OTU_946	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1735	1072	1	0	17	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0
OTU_359	0	92	24	0	0	0	0	0	0	6	27	0	0	47	117	705	0	66	5	162	299	39	159	46	0	0	0	0	0	1	0	0	0	0	0	0
OTU_674	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_874	0	0	13	2	29	0	20	0	0	0	0	0	1	0	0	1	8	4	17	0	0	0	1	0	0	0	0	0	0	0	7	1	0	0	0	1
OTU_110	0	2	2	5	0	0	0	2	42	17	38	73	24	74	11	3	145	0	268	3	23	218	2	38	182	35	82	490	420	97	362	917	349	788	324	360
OTU_394	0	4	4	0	0	1	0	0	553	3	1	0	0	0	0	0	0	0	0	0	3	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25	0	0	0	10	1	0	1	1	0	1	0	0	4	19	2	20	0	0	0	0	0	1	2	39	3732	5583	13788	46	1273	11022	10699	142	1159	847	1322	30
OTU_295	0	0	0	0	0	0	0	0	486	0	0	4	3	0	4	4	1	0	0	0	318	0	4	86	0	0	0	0	0	0	0	0	0	0	0	0
OTU_5	1	1	1	4	0	0	0	1	0	1	0	2	4119	12234	22548	9269	382	13449	3330	1880	2281	5125	19163	2074	3	0	2	0	0	1	1	2	1	2	1	0
OTU_81	16	47	29	136	0	0	0	12	1030	907	1085	1922	0	11	14	0	1	0	0	3	251	81	115	253	2	0	0	1	0	0	0	0	2	1	2	0
OTU_950	41	1	273	10	0	0	105	11	2	0	17	160	0	1	0	1	0	0	0	0	0	0	0	0	209	0	0	28	492	0	3	553	781	14	3	92
OTU_253	0	0	0	1	0	2	0	1	88	0	20	0	0	0	7	0	0	0	0	0	45	129	253	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6	11	72	170	12	0	2	532	2	24	19	59	9	210	4501	1819	1807	46	14442	798	712	5668	4481	10277	1418	299	2204	508	472	8820	5976	7574	3828	3282	1229	490	2230
OTU_124	0	2	3	13	0	0	47	14	272	82	210	82	0	10	0	132	0	0	0	1	74	89	23	130	47	17	0	0	8	0	0	0	82	140	1	2
OTU_1022	7	51	16	25	12	17	4	42	0	5	4	8	0	1	2	3	0	64	23	40	6	0	0	2	48	14	34	5	224	46	113	345	12	19	12	12
OTU_239	0	0	0	0	0	1	0	1	0	1	0	0	9	0	0	6	0	0	1	0	2403	11	19	89	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2	1393	2636	865	6225	10585	4214	2616	13952	814	373	265	519	4041	1401	1299	2527	13757	13641	10216	23240	917	394	1927	897	1131	311	1100	128	3019	1018	3277	1142	201	174	207	39
OTU_476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	5	12	11	11	2	0	2	82	112	119	75
OTU_147	0	0	0	3	1	0	0	0	4	6	133	19	0	0	0	0	0	0	0	0	50	50	33	20	0	0	0	0	0	0	0	0	0	0	0	0
OTU_656	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	4	0	69	11	1127	3	129	6	7
OTU_26	201	308	29	9	8482	14806	382	255	2	16	3	0	0	0	0	9	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU_74	18	155	67	29	0	0	167	0	369	4776	1217	510	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU_28	0	28	2	42	0	0	1	0	65	31	16	2923	22	2	79	92	0	0	1	0	3074	5	2643	7418	1	0	0	0	0	1	0	0	0	0	0	0
OTU_63	0	596	0	96	0	0	0	0	1029	1360	1929	1129	0	0	1	30	0	1	1	2	305	275	385	380	0	1	0	0	0	0	0	0	4	23	10	0
OTU_452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_235	0	0	22	0	0	0	0	0	0	1	5	1	0	204	26	55	1	342	44	54	38	62	76	75	13	4	5	45	15	0	7	22	17	12	19	148
OTU_643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	5	2	5	4	0	0	3	57	60	40	109
OTU_3746	40	398	87	285	191	622	219	661	28	48	23	84	3	37	2	24	17	220	94	136	59	13	24	130	134	32	137	7	394	162	378	137	25	35	40	7
OTU_250	0	0	4	0	0	0	0	0	0	0	4	0	0	14	289	36	0	0	0	1	0	5	734	153	0	0	0	0	0	0	0	0	0	2	0	1
OTU_267	26	36	78	15	0	0	0	0	3	8	13	5	0	67	0	0	0	0	0	0	0	37	24	3	356	70	71	155	1	21	13	8	54	89	13	42
OTU_3969	0	0	178	0	5	0	0	0	1	0	1	0	0	1	1	0	0	0	0	2	2	0	0	1	25	231	1	0	0	2	2	1	1	0	0	0
OTU_62	25	14	4	86	0	0	14	27	127	145	90	137	0	52	6	4	0	13	1	1	28	63	48	107	0	0	0	0	0	0	0	1	0	0	1	0
OTU_168	43	105	181	117	0	4	47	36	26	34	10	13	3	9	6	108	0	0	0	56	11	8	30	32	411	509	205	2	1	58	27	6	13	48	44	7
OTU_713	0	0	0	0	0	0	0	0	0	0	0	0	50	21	257	36	3	0	0	0	375	70	579	110	2	0	0	0	0	0	0	0	5	1	4	0
OTU_136	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	43	0	0	0	0	21	0	1	64	327	6	0	2	1827	10	0	0	457	3	13	14
OTU_492	0	0	3	2	0	0	0	0	9	12	17	41	0	0	1	0	0	0	0	0	23	11	53	28	7	7	6	7	160	4	29	6	151	205	156	132
OTU_22	37	223	17	1919	16	5	0	1284	5	45	4	495	1950	1248	278	3836	5570	189	265	7359	5156	1440	86	3370	282	144	10	192	899	1129	15	2190	367	134	12	34
OTU_409	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	738	3	6	18	0	0	0	0	0	0	0	0	0	0	1	0
OTU_42	0	14	2	38	0	152	0	0	298	365	348	689	144	41	8	144	0	8	0	20	688	72	210	379	187	234	110	259	1153	185	443	2357	738	2667	684	908
OTU_883	0	0	0	0	0	0	0	0	0	0	0	0	0	156	2	1	0	0	0	0	3	6	10	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_218	11	117	285	9	17	10	94	0	0	0	0	0	0	6	0	4	0	0	0	0	2	0	4	6	332	65	327	39	832	42	508	13	102	36	15	222
OTU_236	0	0	0	10	0	0	0	0	432	0	0	8	0	306	0	483	0	0	0	3	2	274	0	237	0	0	0	0	0	0	0	0	0	0	0	0
OTU_215	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	5	2396	3	5	0	156	135	362	73
OTU_65	0	0	0	0	0	0	0	0	1	0	0	2	41	0	0	2	26	0	0	0	24	2	7	0	121	10	8	370	532	22	308	5198	433	234	116	2184
OTU_5336	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	81	0	3	0	0	0	0	0	0	0	1	0	2	0
OTU_27	3	74	69	114	0	1	0	1	974	1028	1991	2376	1	15	14	18	0	1	0	1	319	206	269	355	3	0	1	1	0	0	0	2	6	1	2	2
OTU_125	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_121	7	45	3	39	0	0	0	0	209	339	924	1228	0	5	11	0	0	0	0	0	35	102	32	47	1	0	0	0	1	0	0	0	2	3	3	7
OTU_162	0	25	16	18	0	0	6	0	204	261	447	209	0	2	2	0	0	0	0	0	44	17	75	77	1	5	0	1	3	1	0	0	19	60	31	21
OTU_73	1	0	45	1	0	0	0	0	0	1062	5006	979	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_166	11	46	23	523	0	0	0	6	583	289	24	226	17	0	105	92	0	0	0	5	102	9	254	194	0	0	0	0	0	0	0	0	0	0	0	0
OTU_316	0	5	24	1	0	0	0	71	114	33	101	44	0	0	0	55	48	1	0	19	28	94	151	29	0	0	0	0	2	0	0	0	20	67	12	0
OTU_58	0	13	106	3	0	0	0	0	159	91	1630	78	18	9	8	308	2	0	0	6	68	30	377	591	162	55	28	38	10	0	73	1	313	199	258	205
OTU_131	0	0	0	1	0	0	0	4	11	9	20	34	0	18	2	3	0	5	0	1	7	23	53	16	0	0	0	0	0	0	0	0	0	0	0	1
OTU_59	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	195	119	156	166	414	59	124	144	1910	2515	2029	1609
OTU_548	0	0	0	1	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	29	9	17	0	194	17	4	1	31
OTU_154	0	63	121	17	0	2	301	55	44	192	14	414	906	58	0	1	589	0	0	0	2065	184	156	8	0	0	0	0	0	0	0	0	0	0	0	0
OTU_170	2504	514	1640	642	126	10	251	186	72	91	32	67	0	65	15	2	0	0	0	0	1	18	36	0	21	114	31	55	0	14	25	4	6	45	16	18
OTU_310	0	0	0	0	0	8	0	0	0	0	87	6	5	1	0	0	382	114	29	41	16	4	27	11	1	0	0	0	0	0	0	0	0	0	0	0
OTU_569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	4	6	0	12	57	88	158
OTU_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	62	0	3	240	4472	3	4	1	4	1	2
OTU_190	0	0	0	0	0	0	0	0	37	109	186	71	0	0	0	0	0	0	0	33	55	15	45	83	0	0	0	0	0	0	0	36	0	0	0	0
OTU_82	299	1044	2174	777	0	171	278	118	23	206	96	38	9	815	404	665	5	781	71	25	117	266	258	169	65	178	86	11	102	637	24	11	48	38	30	12
OTU_269	40	66	4	20	8	0	0	0	15	66	124	46	22	62	33	14	0	0	13	0	24	17	74	65	22	5	12	175	4	1	3	5	49	34	16	82
OTU_336	0	0	0	0	0	6	0	0	0	15	6	5	0	1	19	4	0	0	0	0	502	48	102	21	229	10	0	36	278	205	0	2	24	67	17	11
OTU_3787	0	0	13	81	0	0	0	0	413	204	323	425	0	0	0	0	0	0	0	1	22	0	7	20	0	0	0	0	1	0	0	0	3	3	2	0
OTU_31	22	190	84	318	1	0	1	0	2613	2782	3710	5544	52	52	22	33	0	1	2	0	639	575	871	890	8	1	15	12	6	0	5	1	65	73	84	74
OTU_488	5	0	0	11	0	0	0	0	87	206	134	97	0	0	0	0	0	0	0	0	8	0	0	10	0	0	0	0	0	0	0	0	1	5	14	1
OTU_140	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	105	97	68	141	331	1682	199	1958	136	95	40	127
OTU_337	342	498	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_221	4	105	33	173	0	86	36	90	71	53	33	98	36	50	2	9	25	0	5	2	18	28	17	11	3	0	4	19	1	7	2	1	10	10	0	42
OTU_210	0	19	13	10	0	22	12	23	49	158	79	277	1	37	33	16	0	60	0	14	28	44	150	224	0	0	1	5	0	0	0	0	0	4	1	3
OTU_172	0	13	0	0	1	0	0	0	2	1	7	1	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_547	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	3	0	6	0	4	4	0	13	8	8	55	28	7	14	1	169
OTU_47	16	203	83	347	352	5384	2041	2728	40	439	718	545	0	1	0	1	143	0	0	0	5	0	13	10	0	0	1	0	0	783	1	0	0	0	1	3
OTU_2182	0	10	39	0	3	0	3	5	0	1	0	4	0	0	1	0	0	0	0	3	0	0	0	0	0	756	0	0	0	0	0	0	0	0	0	6
OTU_339	0	0	0	0	0	0	0	0	29	2	11	20	0	8	0	0	0	0	0	0	11	1	0	1	1	3	9	2	1	0	0	0	32	38	52	5
OTU_171	0	0	1	15	0	0	0	0	14	17	29	47	0	12	1	9	0	0	0	0	58	22	24	29	0	1	1	2	0	0	0	0	18	22	44	36
OTU_3773	0	4	2	0	0	0	0	0	37	2	42	15	16	4	6	18	24	0	0	0	69	49	114	49	0	0	0	0	0	1	0	0	0	0	1	0
OTU_155	272	329	1733	283	3	3	79	22	12	21	23	17	0	6	0	0	0	0	0	0	1	3	0	0	7	16	55	39	0	0	10	2	3	3	1	5
OTU_898	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	1	1	1	0	1017	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	5
OTU_472	0	4	0	0	37	16	0	0	0	5	3	6	0	0	0	0	0	0	0	0	0	0	0	0	19	5	12	10	20	95	146	101	15	18	15	22
OTU_79	0	0	1	0	0	0	1	0	0	3	1718	2	0	0	1	0	0	0	0	0	2	4	0	2	128	5	0	0	3	0	0	0	102	169	36	14
OTU_50	7778	153	835	477	97	1	49	194	27	24	14	26	2	1529	340	200	1	16	10	195	42	510	133	76	269	233	51	61	5	87	34	6	14	68	18	11
OTU_161	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
OTU_72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	71	0	3	0	70	0	7512	0	50	0	1	0
OTU_95	5	50	40	15	0	0	0	0	324	270	3294	339	0	13	9	26	0	22	0	25	64	56	62	99	19	3	6	57	9	0	28	40	56	93	79	156
OTU_51	21	51	40	49	0	1	31	49	280	272	881	259	18	149	138	43	0	8	19	41	2498	1296	3327	2607	0	0	0	2	1	3	2	1	10	24	16	13
OTU_163	23	193	9	15	0	37	0	25	183	351	165	253	14	8	0	2	31	0	0	2	3	17	4	4	31	17	11	14	79	172	79	138	286	122	80	108
OTU_80	4	1	0	0	0	1	82	0	0	0	2	0	590	171	2	252	2508	2	0	45	357	62	40	761	201	7	0	4	1410	140	14	321	267	53	37	7
OTU_149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	10	0	30	2712	0	0	0	40	23	7	16
OTU_721	0	0	0	3	0	0	0	0	4	4	6	14	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	1	0	0	0
OTU_315	0	1	2	1	9	15	42	0	69	57	109	49	0	0	0	0	0	0	0	0	0	0	2	0	9	2	19	9	21	111	63	30	26	20	49	45
OTU_130	15	63	36	137	0	0	0	11	1806	82	689	169	0	6	5	19	0	0	0	0	19	5	72	16	0	45	0	4	0	5	0	0	16	172	7	24
OTU_305	0	46	2	0	0	0	0	0	0	0	1	0	13	316	25	349	0	0	0	1	49	84	82	823	0	0	0	0	0	0	0	0	0	0	0	0
OTU_876	0	0	0	0	0	0	0	0	13	9	0	49	32	10	0	2	25	0	0	0	15	6	22	16	0	0	0	3	1	0	0	537	5	0	1	665
OTU_750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0
OTU_716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	119	102	12
OTU_701	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	1	0	0	0	0	21	104	63	29
OTU_137	0	6	0	25	0	0	0	0	5	6	2	20	2	57	1	59	6	68	0	6	26	108	215	287	5	17	1	98	33	30	99	179	410	428	86	1567
OTU_630	0	0	0	0	0	0	0	0	5	4	8	10	0	0	0	0	0	0	0	0	0	13	28	23	0	0	0	0	2	7	0	0	6	10	2	9
OTU_553	0	0	0	13	0	0	0	3	2	8	4	130	0	0	0	1	1	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	1	12	9	28
